,knum,z_dim,Dsize,lr,train_loss,minimum_val_loss,number_of_model_parameters
258,"[3, 9, 27]",8,[16],0.0001,0.007392664439976215,0.0069731189869344234,19518
259,"[3, 9, 27]",8,[16],0.001,0.0070269115385599434,0.006370299030095339,19518
260,"[3, 9, 27]",16,[16],0.0001,0.007051626860629767,0.006360875908285379,19782
261,"[3, 9, 27]",16,[16],0.001,0.006974118645302951,0.006278270855545998,19782
262,"[3, 9, 27]",32,[16],0.0001,0.0070379594108089805,0.0063727665692567825,20310
263,"[3, 9, 27]",32,[16],0.001,0.0070212402497418225,0.0063803791999816895,20310
264,"[3, 9, 27]",8,[32],0.0001,0.006499538605567068,0.005941548850387335,33630
265,"[3, 9, 27]",8,[32],0.001,0.006515232322271913,0.005952163133770227,33630
266,"[3, 9, 27]",16,[32],0.0001,0.006369034817907959,0.005710889585316181,34150
267,"[3, 9, 27]",16,[32],0.001,0.0063788219122216105,0.005722786299884319,34150
268,"[3, 9, 27]",32,[32],0.0001,0.006318102183286101,0.005633920896798372,35190
269,"[3, 9, 27]",32,[32],0.001,0.006437732488848269,0.005817982368171215,35190
270,"[3, 9, 27]",8,[64],0.0001,0.006252190156374127,0.0057977535761892796,61854
271,"[3, 9, 27]",8,[64],0.001,0.006244641845114529,0.005797745194286108,61854
272,"[3, 9, 27]",16,[64],0.0001,0.005765251233242452,0.005132921040058136,62886
273,"[3, 9, 27]",16,[64],0.001,0.005923546326812357,0.00532562006264925,62886
274,"[3, 9, 27]",32,[64],0.0001,0.005827847984619439,0.005232776049524546,64950
275,"[3, 9, 27]",32,[64],0.001,0.006004132330417633,0.005406223703175783,64950
276,"[3, 9, 27]",8,"[64, 32]",0.0001,0.007660148141440004,0.007361261174082756,65502
277,"[3, 9, 27]",8,"[64, 32]",0.001,0.008128496003337204,0.008025743067264557,65502
278,"[3, 9, 27]",16,"[64, 32]",0.0001,0.007641084666829556,0.0073557207360863686,66022
279,"[3, 9, 27]",16,"[64, 32]",0.001,0.008652714430354536,0.00864718109369278,66022
280,"[3, 9, 27]",32,"[64, 32]",0.0001,0.008124970190692693,0.008024859242141247,67062
281,"[3, 9, 27]",32,"[64, 32]",0.001,0.008631690870970488,0.008654975332319736,67062
282,"[3, 9, 27]",8,"[32, 16]",0.0001,0.008793509099632502,0.008726311847567558,34430
283,"[3, 9, 27]",8,"[32, 16]",0.001,0.008343353401869535,0.008124209009110928,34430
284,"[3, 9, 27]",16,"[32, 16]",0.0001,0.008379552280530334,0.008137955330312252,34694
285,"[3, 9, 27]",16,"[32, 16]",0.001,0.008353192708455026,0.00811864621937275,34694
286,"[3, 9, 27]",32,"[32, 16]",0.0001,0.008355998317711055,0.008138737641274929,35222
287,"[3, 9, 27]",32,"[32, 16]",0.001,0.008351926691830158,0.008122812956571579,35222
288,"[256, 512, 1024]",8,[],0.0001,0.005440980370622128,0.00554831326007843,12082185
289,"[256, 512, 1024]",8,[],0.001,0.005430391349364072,0.0055558630265295506,12082185
290,"[256, 512, 1024]",16,[],0.0001,0.0043637583730742335,0.004471566993743181,12344337
291,"[256, 512, 1024]",16,[],0.001,0.0043945988290943205,0.0044935219921171665,12344337
292,"[256, 512, 1024]",32,[],0.0001,0.0034021952014882118,0.0035229704808443785,12868641
293,"[256, 512, 1024]",32,[],0.001,0.0034334258816670626,0.003546130610629916,12868641
294,"[256, 512, 1024]",8,[16],0.0001,0.006662242638412863,0.006212223786860704,12344617
295,"[256, 512, 1024]",8,[16],0.001,0.00662919256137684,0.0062468647956848145,12344617
296,"[256, 512, 1024]",16,[16],0.0001,0.006921207590494305,0.006150732282549143,12344881
297,"[256, 512, 1024]",16,[16],0.001,0.006567372125573456,0.006143403239548206,12344881
298,"[256, 512, 1024]",32,[16],0.0001,0.006860644731204957,0.006029162555932999,12345409
299,"[256, 512, 1024]",32,[16],0.001,0.010892220074310899,0.01132904551923275,12345409
300,"[256, 512, 1024]",8,[32],0.0001,0.006094847456552088,0.005867131520062685,12869193
301,"[256, 512, 1024]",8,[32],0.001,0.006079610320739448,0.005856173578649759,12869193
302,"[256, 512, 1024]",16,[32],0.0001,0.005775037279818207,0.005254553165286779,12869713
303,"[256, 512, 1024]",16,[32],0.001,0.005677650740835816,0.005279963370412588,12869713
304,"[256, 512, 1024]",32,[32],0.0001,0.005643156007863581,0.005021651275455952,12870753
305,"[256, 512, 1024]",32,[32],0.001,0.005590093671344221,0.005082504823803902,12870753
306,"[256, 512, 1024]",8,[64],0.0001,0.005758254730608314,0.005706142168492079,13918345
307,"[256, 512, 1024]",8,[64],0.001,0.005734235397540033,0.0057050203904509544,13918345
308,"[256, 512, 1024]",16,[64],0.0001,0.005074222688563168,0.004804661963135004,13919377
309,"[256, 512, 1024]",16,[64],0.001,0.005106354656163603,0.004857256077229977,13919377
310,"[256, 512, 1024]",32,[64],0.0001,0.004762043710798025,0.004347497131675482,13921441
311,"[256, 512, 1024]",32,[64],0.001,0.00471433176426217,0.004334911238402128,13921441
312,"[256, 512, 1024]",8,"[64, 32]",0.0001,0.0063640017760917544,0.005870588589459658,13921993
